"TIME","GEO","AGE","SEX","UNIT","Value","Flag and Footnotes"
"1992","Portugal","Total","Females","Number","5 154 852",""
"1992","Romania","Total","Total","Number","22 810 035",""
"1992","Romania","Total","Males","Number","11 213 763",""
"1992","Romania","Total","Females","Number","11 596 272",""
"1992","Slovenia","Total","Total","Number","1 998 912",""
"1992","Slovenia","Total","Males","Number","970 033",""
"1992","Slovenia","Total","Females","Number","1 028 879",""
"1992","Slovakia","Total","Total","Number","5 295 877",""
"1992","Slovakia","Total","Males","Number","2 583 230",""
"1992","Slovakia","Total","Females","Number","2 712 647",""
"1992","Finland","Total","Total","Number","5 029 002",""
"1992","Finland","Total","Males","Number","2 443 042",""
"1992","Finland","Total","Females","Number","2 585 960",""
"1992","Sweden","Total","Total","Number","8 644 120",""
"1992","Sweden","Total","Males","Number","4 270 623",""
"1992","Sweden","Total","Females","Number","4 373 497",""
"1992","United Kingdom","Total","Total","Number","57 511 594",""
"1992","United Kingdom","Total","Males","Number","27 942 925",""
"1992","United Kingdom","Total","Females","Number","29 568 669",""
"1992","Iceland","Total","Total","Number","259 727",""
"1992","Iceland","Total","Males","Number","130 247",""
"1992","Iceland","Total","Females","Number","129 480",""
"1992","Liechtenstein","Total","Total","Number","29 386",""
"1992","Liechtenstein","Total","Males","Number","14 375",""
"1992","Liechtenstein","Total","Females","Number","15 011",""
"1992","Norway","Total","Total","Number","4 273 634",""
"1992","Norway","Total","Males","Number","2 113 359",""
"1992","Norway","Total","Females","Number","2 160 275",""
"1992","Switzerland","Total","Total","Number","6 842 768",""
"1992","Switzerland","Total","Males","Number","3 341 665",""
"1992","Switzerland","Total","Females","Number","3 501 103",""
"1992","Montenegro","Total","Total","Number",":",""
"1992","Montenegro","Total","Males","Number",":",""
"1992","Montenegro","Total","Females","Number",":",""
"1992","North Macedonia","Total","Total","Number","1 908 941",""
"1992","North Macedonia","Total","Males","Number",":",""
"1992","North Macedonia","Total","Females","Number",":",""
"1992","Albania","Total","Total","Number","3 190 103",""
"1992","Albania","Total","Males","Number",":",""
"1992","Albania","Total","Females","Number",":",""
"1992","Serbia","Total","Total","Number",":",""
"1992","Serbia","Total","Males","Number",":",""
"1992","Serbia","Total","Females","Number",":",""
"1992","Turkey","Total","Total","Number","57 835 076",""
"1992","Turkey","Total","Males","Number","29 286 535",""
"1992","Turkey","Total","Females","Number","28 548 541",""
"1992","Andorra","Total","Total","Number","59 048",""
"1992","Andorra","Total","Males","Number","31 476",""
"1992","Andorra","Total","Females","Number","27 572",""
"1992","Belarus","Total","Total","Number",":",""
"1992","Belarus","Total","Males","Number",":",""
"1992","Belarus","Total","Females","Number",":",""
"1992","Bosnia and Herzegovina","Total","Total","Number",":",""
"1992","Bosnia and Herzegovina","Total","Males","Number",":",""
"1992","Bosnia and Herzegovina","Total","Females","Number",":",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1992","Moldova","Total","Total","Number",":",""
"1992","Moldova","Total","Males","Number",":",""
"1992","Moldova","Total","Females","Number",":",""
"1992","Monaco","Total","Total","Number",":",""
"1992","Monaco","Total","Males","Number",":",""
"1992","Monaco","Total","Females","Number",":",""
"1992","Russia","Total","Total","Number",":",""
"1992","Russia","Total","Males","Number",":",""
"1992","Russia","Total","Females","Number",":",""
"1992","San Marino","Total","Total","Number",":",""
"1992","San Marino","Total","Males","Number",":",""
"1992","San Marino","Total","Females","Number",":",""
"1992","Ukraine","Total","Total","Number",":",""
"1992","Ukraine","Total","Males","Number",":",""
"1992","Ukraine","Total","Females","Number",":",""
"1992","Armenia","Total","Total","Number",":",""
"1992","Armenia","Total","Males","Number",":",""
"1992","Armenia","Total","Females","Number",":",""
"1992","Azerbaijan","Total","Total","Number",":",""
"1992","Azerbaijan","Total","Males","Number",":",""
"1992","Azerbaijan","Total","Females","Number",":",""
"1992","Georgia","Total","Total","Number",":",""
"1992","Georgia","Total","Males","Number",":",""
"1992","Georgia","Total","Females","Number",":",""
"1993","Belgium","Total","Total","Number","10 068 319",""
"1993","Belgium","Total","Males","Number","4 923 472",""
"1993","Belgium","Total","Females","Number","5 144 847",""
"1993","Bulgaria","Total","Total","Number","8 484 863",""
"1993","Bulgaria","Total","Males","Number","4 169 133",""
"1993","Bulgaria","Total","Females","Number","4 315 730",""
"1993","Czechia","Total","Total","Number","10 325 697",""
"1993","Czechia","Total","Males","Number","5 013 413",""
"1993","Czechia","Total","Females","Number","5 312 284",""
"1993","Denmark","Total","Total","Number","5 180 614",""
"1993","Denmark","Total","Males","Number","2 554 594",""
"1993","Denmark","Total","Females","Number","2 626 020",""
"1993","Germany including former GDR","Total","Total","Number","80 974 632",""
"1993","Germany including former GDR","Total","Males","Number","39 300 081",""
"1993","Germany including former GDR","Total","Females","Number","41 674 551",""
"1993","Estonia","Total","Total","Number","1 511 303",""
"1993","Estonia","Total","Males","Number","703 305",""
"1993","Estonia","Total","Females","Number","807 998",""
"1993","Ireland","Total","Total","Number","3 569 367",""
"1993","Ireland","Total","Males","Number","1 775 651",""
"1993","Ireland","Total","Females","Number","1 793 716",""
"1993","Greece","Total","Total","Number","10 430 958",""
"1993","Greece","Total","Males","Number","5 137 456",""
"1993","Greece","Total","Females","Number","5 293 502",""
"1993","Spain","Total","Total","Number","39 264 034",""
"1993","Spain","Total","Males","Number","19 231 389",""
"1993","Spain","Total","Females","Number","20 032 645",""
"1993","France","Total","Total","Number","58 885 929",""
"1993","France","Total","Males","Number","28 657 949",""
"1993","France","Total","Females","Number","30 227 980",""
"1993","France (metropolitan)","Total","Total","Number","57 369 161",""
"1993","France (metropolitan)","Total","Males","Number","27 915 445",""
"1993","France (metropolitan)","Total","Females","Number","29 453 716",""
"1993","Croatia","Total","Total","Number","4 555 771","e"
"1993","Croatia","Total","Males","Number","2 189 412","e"
"1993","Croatia","Total","Females","Number","2 366 359","e"
"1993","Italy","Total","Total","Number","56 821 250",""
"1993","Italy","Total","Males","Number","27 572 056",""
"1993","Italy","Total","Females","Number","29 249 194",""
"1993","Cyprus","Total","Total","Number","619 231",""
"1993","Cyprus","Total","Males","Number","308 530",""
"1993","Cyprus","Total","Females","Number","310 701",""
"1993","Latvia","Total","Total","Number","2 585 675",""
"1993","Latvia","Total","Males","Number","1 198 734",""
"1993","Latvia","Total","Females","Number","1 386 941",""
"1993","Lithuania","Total","Total","Number","3 693 929",""
"1993","Lithuania","Total","Males","Number","1 746 005",""
"1993","Lithuania","Total","Females","Number","1 947 924",""
"1993","Luxembourg","Total","Total","Number","394 750",""
"1993","Luxembourg","Total","Males","Number","193 866",""
"1993","Luxembourg","Total","Females","Number","200 884",""
"1993","Hungary","Total","Total","Number","10 365 035",""
"1993","Hungary","Total","Males","Number","4 966 328",""
"1993","Hungary","Total","Females","Number","5 398 707",""
"1993","Malta","Total","Total","Number","369 455",""
"1993","Malta","Total","Males","Number","181 649",""
"1993","Malta","Total","Females","Number","187 806",""
"1993","Netherlands","Total","Total","Number","15 239 182",""
"1993","Netherlands","Total","Males","Number","7 535 268",""
"1993","Netherlands","Total","Females","Number","7 703 914",""
"1993","Austria","Total","Total","Number","7 882 519",""
"1993","Austria","Total","Males","Number","3 793 245",""
"1993","Austria","Total","Females","Number","4 089 274",""
"1993","Poland","Total","Total","Number","38 418 108",""
"1993","Poland","Total","Males","Number","18 707 978",""
"1993","Poland","Total","Females","Number","19 710 130",""
"1993","Portugal","Total","Total","Number","9 954 958",""
"1993","Portugal","Total","Males","Number","4 796 090",""
"1993","Portugal","Total","Females","Number","5 158 868",""
"1993","Romania","Total","Total","Number","22 778 533",""
"1993","Romania","Total","Males","Number","11 191 019",""
"1993","Romania","Total","Females","Number","11 587 514",""
"1993","Slovenia","Total","Total","Number","1 994 084",""
"1993","Slovenia","Total","Males","Number","967 119",""
"1993","Slovenia","Total","Females","Number","1 026 965",""
"1993","Slovakia","Total","Total","Number","5 314 155",""
"1993","Slovakia","Total","Males","Number","2 590 230",""
"1993","Slovakia","Total","Females","Number","2 723 925",""
"1993","Finland","Total","Total","Number","5 054 982",""
"1993","Finland","Total","Males","Number","2 457 282",""
"1993","Finland","Total","Females","Number","2 597 700",""
"1993","Sweden","Total","Total","Number","8 692 013",""
"1993","Sweden","Total","Males","Number","4 294 585",""
"1993","Sweden","Total","Females","Number","4 397 428",""
"1993","United Kingdom","Total","Total","Number","57 649 210",""
"1993","United Kingdom","Total","Males","Number","28 008 061",""
"1993","United Kingdom","Total","Females","Number","29 641 149",""
"1993","Iceland","Total","Total","Number","262 386",""
"1993","Iceland","Total","Males","Number","131 600",""
"1993","Iceland","Total","Females","Number","130 786",""
"1993","Liechtenstein","Total","Total","Number","29 868",""
"1993","Liechtenstein","Total","Males","Number","14 536",""
"1993","Liechtenstein","Total","Females","Number","15 332",""
"1993","Norway","Total","Total","Number","4 299 167",""
"1993","Norway","Total","Males","Number","2 126 420",""
"1993","Norway","Total","Females","Number","2 172 747",""
"1993","Switzerland","Total","Total","Number","6 907 959",""
"1993","Switzerland","Total","Males","Number","3 373 916",""
"1993","Switzerland","Total","Females","Number","3 534 043",""
"1993","Montenegro","Total","Total","Number",":",""
"1993","Montenegro","Total","Males","Number",":",""
"1993","Montenegro","Total","Females","Number",":",""
"1993","North Macedonia","Total","Total","Number","2 061 000",""
"1993","North Macedonia","Total","Males","Number",":",""
"1993","North Macedonia","Total","Females","Number",":",""
"1993","Albania","Total","Total","Number","3 167 478",""
"1993","Albania","Total","Males","Number",":",""
"1993","Albania","Total","Females","Number",":",""
"1993","Serbia","Total","Total","Number",":",""
"1993","Serbia","Total","Males","Number",":",""
"1993","Serbia","Total","Females","Number",":",""
"1993","Turkey","Total","Total","Number","58 958 565",""
"1993","Turkey","Total","Males","Number","29 846 021",""
"1993","Turkey","Total","Females","Number","29 112 544",""
"1993","Andorra","Total","Total","Number","61 599",""
"1993","Andorra","Total","Males","Number","32 735",""
"1993","Andorra","Total","Females","Number","28 864",""
"1993","Belarus","Total","Total","Number",":",""
"1993","Belarus","Total","Males","Number",":",""
"1993","Belarus","Total","Females","Number",":",""
"1993","Bosnia and Herzegovina","Total","Total","Number",":",""
"1993","Bosnia and Herzegovina","Total","Males","Number",":",""
"1993","Bosnia and Herzegovina","Total","Females","Number",":",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1993","Moldova","Total","Total","Number",":",""
"1993","Moldova","Total","Males","Number",":",""
"1993","Moldova","Total","Females","Number",":",""
"1993","Monaco","Total","Total","Number",":",""
"1993","Monaco","Total","Males","Number",":",""
"1993","Monaco","Total","Females","Number",":",""
"1993","Russia","Total","Total","Number",":",""
"1993","Russia","Total","Males","Number",":",""
"1993","Russia","Total","Females","Number",":",""
"1993","San Marino","Total","Total","Number",":",""
"1993","San Marino","Total","Males","Number",":",""
"1993","San Marino","Total","Females","Number",":",""
"1993","Ukraine","Total","Total","Number",":",""
"1993","Ukraine","Total","Males","Number",":",""
"1993","Ukraine","Total","Females","Number",":",""
"1993","Armenia","Total","Total","Number",":",""
"1993","Armenia","Total","Males","Number",":",""
"1993","Armenia","Total","Females","Number",":",""
"1993","Azerbaijan","Total","Total","Number",":",""
"1993","Azerbaijan","Total","Males","Number",":",""
"1993","Azerbaijan","Total","Females","Number",":",""
"1993","Georgia","Total","Total","Number",":",""
"1993","Georgia","Total","Males","Number",":",""
"1993","Georgia","Total","Females","Number",":",""
"1994","Belgium","Total","Total","Number","10 100 631",""
"1994","Belgium","Total","Males","Number","4 940 224",""
"1994","Belgium","Total","Females","Number","5 160 407",""
"1994","Bulgaria","Total","Total","Number","8 459 763",""
"1994","Bulgaria","Total","Males","Number","4 151 638",""
"1994","Bulgaria","Total","Females","Number","4 308 125",""
"1994","Czechia","Total","Total","Number","10 334 013",""
"1994","Czechia","Total","Males","Number","5 019 297",""
"1994","Czechia","Total","Females","Number","5 314 716",""
"1994","Denmark","Total","Total","Number","5 196 642",""
"1994","Denmark","Total","Males","Number","2 563 442",""
"1994","Denmark","Total","Females","Number","2 633 200",""
"1994","Germany including former GDR","Total","Total","Number","81 338 093",""
"1994","Germany including former GDR","Total","Males","Number","39 518 484",""
"1994","Germany including former GDR","Total","Females","Number","41 819 609",""
"1994","Estonia","Total","Total","Number","1 476 952",""
"1994","Estonia","Total","Males","Number","686 000",""
"1994","Estonia","Total","Females","Number","790 952",""
"1994","Ireland","Total","Total","Number","3 583 154",""
"1994","Ireland","Total","Males","Number","1 782 109",""
"1994","Ireland","Total","Females","Number","1 801 045",""
"1994","Greece","Total","Total","Number","10 489 871",""
"1994","Greece","Total","Males","Number","5 166 362",""
"1994","Greece","Total","Females","Number","5 323 509",""
"1994","Spain","Total","Total","Number","39 458 489",""
"1994","Spain","Total","Males","Number","19 328 299",""
"1994","Spain","Total","Females","Number","20 130 190",""
"1994","France","Total","Total","Number","59 104 320",""
"1994","France","Total","Males","Number","28 752 019",""
"1994","France","Total","Females","Number","30 352 301",""
"1994","France (metropolitan)","Total","Total","Number","57 565 008",""
"1994","France (metropolitan)","Total","Males","Number","27 999 443",""
"1994","France (metropolitan)","Total","Females","Number","29 565 565",""
"1994","Croatia","Total","Total","Number","4 645 155","e"
"1994","Croatia","Total","Males","Number","2 232 369","e"
"1994","Croatia","Total","Females","Number","2 412 786","e"
"1994","Italy","Total","Total","Number","56 842 392",""
"1994","Italy","Total","Males","Number","27 576 391",""
"1994","Italy","Total","Females","Number","29 266 001",""
"1994","Cyprus","Total","Total","Number","632 944",""
"1994","Cyprus","Total","Males","Number","314 504",""
"1994","Cyprus","Total","Females","Number","318 440",""
"1994","Latvia","Total","Total","Number","2 540 904",""
"1994","Latvia","Total","Males","Number","1 175 502",""
"1994","Latvia","Total","Females","Number","1 365 402",""
"1994","Lithuania","Total","Total","Number","3 671 296",""
"1994","Lithuania","Total","Males","Number","1 733 372",""
"1994","Lithuania","Total","Females","Number","1 937 924",""
"1994","Luxembourg","Total","Total","Number","400 200",""
"1994","Luxembourg","Total","Males","Number","196 560",""
"1994","Luxembourg","Total","Females","Number","203 640",""
"1994","Hungary","Total","Total","Number","10 350 010",""
"1994","Hungary","Total","Males","Number","4 953 428",""
"1994","Hungary","Total","Females","Number","5 396 582",""
"1994","Malta","Total","Total","Number","373 161",""
"1994","Malta","Total","Males","Number","183 471",""
"1994","Malta","Total","Females","Number","189 690",""
"1994","Netherlands","Total","Total","Number","15 341 553",""
"1994","Netherlands","Total","Males","Number","7 585 887",""
"1994","Netherlands","Total","Females","Number","7 755 666",""
"1994","Austria","Total","Total","Number","7 928 746",""
"1994","Austria","Total","Males","Number","3 820 889",""
"1994","Austria","Total","Females","Number","4 107 857",""
"1994","Poland","Total","Total","Number","38 504 707",""
"1994","Poland","Total","Males","Number","18 746 308",""
"1994","Poland","Total","Females","Number","19 758 399",""
"1994","Portugal","Total","Total","Number","9 974 391",""
"1994","Portugal","Total","Males","Number","4 804 894",""
"1994","Portugal","Total","Females","Number","5 169 497",""
"1994","Romania","Total","Total","Number","22 748 027",""
"1994","Romania","Total","Males","Number","11 168 810",""
"1994","Romania","Total","Females","Number","11 579 217",""
"1994","Slovenia","Total","Total","Number","1 989 408",""
"1994","Slovenia","Total","Males","Number","964 460",""
"1994","Slovenia","Total","Females","Number","1 024 948",""
"1994","Slovakia","Total","Total","Number","5 336 455",""
"1994","Slovakia","Total","Males","Number","2 600 047",""
"1994","Slovakia","Total","Females","Number","2 736 408",""
"1994","Finland","Total","Total","Number","5 077 912",""
"1994","Finland","Total","Males","Number","2 470 196",""
"1994","Finland","Total","Females","Number","2 607 716",""
"1994","Sweden","Total","Total","Number","8 745 109",""
"1994","Sweden","Total","Males","Number","4 320 954",""
"1994","Sweden","Total","Females","Number","4 424 155",""
"1994","United Kingdom","Total","Total","Number","57 788 017",""
"1994","United Kingdom","Total","Males","Number","28 073 802",""
"1994","United Kingdom","Total","Females","Number","29 714 215",""
"1994","Iceland","Total","Total","Number","265 064",""
"1994","Iceland","Total","Males","Number","132 951",""
"1994","Iceland","Total","Females","Number","132 113",""
"1994","Liechtenstein","Total","Total","Number","30 310",""
"1994","Liechtenstein","Total","Males","Number","14 775",""
"1994","Liechtenstein","Total","Females","Number","15 535",""
"1994","Norway","Total","Total","Number","4 324 815",""
"1994","Norway","Total","Males","Number","2 138 628",""
"1994","Norway","Total","Females","Number","2 186 187",""
"1994","Switzerland","Total","Total","Number","6 968 570",""
"1994","Switzerland","Total","Males","Number","3 403 863",""
"1994","Switzerland","Total","Females","Number","3 564 707",""
"1994","Montenegro","Total","Total","Number",":",""
"1994","Montenegro","Total","Males","Number",":",""
"1994","Montenegro","Total","Females","Number",":",""
"1994","North Macedonia","Total","Total","Number","1 936 741",""
"1994","North Macedonia","Total","Males","Number","969 765",""
"1994","North Macedonia","Total","Females","Number","966 976",""
"1994","Albania","Total","Total","Number","3 220 310",""
"1994","Albania","Total","Males","Number",":",""
"1994","Albania","Total","Females","Number",":",""
"1994","Serbia","Total","Total","Number",":",""
"1994","Serbia","Total","Males","Number",":",""
"1994","Serbia","Total","Females","Number",":",""
"1994","Turkey","Total","Total","Number","60 079 060",""
"1994","Turkey","Total","Males","Number","30 401 511",""
"1994","Turkey","Total","Females","Number","29 677 549",""
"1994","Andorra","Total","Total","Number","65 226",""
"1994","Andorra","Total","Males","Number","34 820",""
"1994","Andorra","Total","Females","Number","30 406",""
"1994","Belarus","Total","Total","Number",":",""
"1994","Belarus","Total","Males","Number",":",""
"1994","Belarus","Total","Females","Number",":",""
"1994","Bosnia and Herzegovina","Total","Total","Number",":",""
"1994","Bosnia and Herzegovina","Total","Males","Number",":",""
"1994","Bosnia and Herzegovina","Total","Females","Number",":",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1994","Moldova","Total","Total","Number",":",""
"1994","Moldova","Total","Males","Number",":",""
"1994","Moldova","Total","Females","Number",":",""
"1994","Monaco","Total","Total","Number",":",""
"1994","Monaco","Total","Males","Number",":",""
"1994","Monaco","Total","Females","Number",":",""
"1994","Russia","Total","Total","Number",":",""
"1994","Russia","Total","Males","Number",":",""
"1994","Russia","Total","Females","Number",":",""
"1994","San Marino","Total","Total","Number",":",""
"1994","San Marino","Total","Males","Number",":",""
"1994","San Marino","Total","Females","Number",":",""
"1994","Ukraine","Total","Total","Number",":",""
"1994","Ukraine","Total","Males","Number",":",""
"1994","Ukraine","Total","Females","Number",":",""
"1994","Armenia","Total","Total","Number",":",""
"1994","Armenia","Total","Males","Number",":",""
"1994","Armenia","Total","Females","Number",":",""
"1994","Azerbaijan","Total","Total","Number",":",""
"1994","Azerbaijan","Total","Males","Number",":",""
"1994","Azerbaijan","Total","Females","Number",":",""
"1994","Georgia","Total","Total","Number",":",""
"1994","Georgia","Total","Males","Number",":",""
"1994","Georgia","Total","Females","Number",":",""
"1995","Belgium","Total","Total","Number","10 130 574",""
"1995","Belgium","Total","Males","Number","4 954 671",""
"1995","Belgium","Total","Females","Number","5 175 903",""
"1995","Bulgaria","Total","Total","Number","8 427 418",""
"1995","Bulgaria","Total","Males","Number","4 129 966",""
"1995","Bulgaria","Total","Females","Number","4 297 452",""
"1995","Czechia","Total","Total","Number","10 333 161",""
"1995","Czechia","Total","Males","Number","5 020 464",""
"1995","Czechia","Total","Females","Number","5 312 697",""
"1995","Denmark","Total","Total","Number","5 215 718",""
"1995","Denmark","Total","Males","Number","2 573 324",""
"1995","Denmark","Total","Females","Number","2 642 394",""
"1995","Germany including former GDR","Total","Total","Number","81 538 603",""
"1995","Germany including former GDR","Total","Males","Number","39 644 965",""
"1995","Germany including former GDR","Total","Females","Number","41 893 638",""
"1995","Estonia","Total","Total","Number","1 448 075",""
"1995","Estonia","Total","Males","Number","671 264",""
"1995","Estonia","Total","Females","Number","776 811",""
"1995","Ireland","Total","Total","Number","3 597 617",""
"1995","Ireland","Total","Males","Number","1 787 212",""
"1995","Ireland","Total","Females","Number","1 810 405",""
"1995","Greece","Total","Total","Number","10 535 973",""
"1995","Greece","Total","Males","Number","5 188 666",""
"1995","Greece","Total","Females","Number","5 347 307",""
"1995","Spain","Total","Total","Number","39 639 726",""
"1995","Spain","Total","Males","Number","19 417 999",""
"1995","Spain","Total","Females","Number","20 221 727",""
"1995","France","Total","Total","Number","59 315 139",""
"1995","France","Total","Males","Number","28 841 197",""
"1995","France","Total","Females","Number","30 473 942",""
"1995","France (metropolitan)","Total","Total","Number","57 752 535",""
"1995","France (metropolitan)","Total","Males","Number","28 078 056",""
"1995","France (metropolitan)","Total","Females","Number","29 674 479",""
"1995","Croatia","Total","Total","Number","4 658 893","e"
"1995","Croatia","Total","Males","Number","2 238 971","e"
"1995","Croatia","Total","Females","Number","2 419 922","e"
"1995","Italy","Total","Total","Number","56 844 408",""
"1995","Italy","Total","Males","Number","27 568 963",""
"1995","Italy","Total","Females","Number","29 275 445",""
"1995","Cyprus","Total","Total","Number","645 399",""
"1995","Cyprus","Total","Males","Number","319 967",""
"1995","Cyprus","Total","Females","Number","325 432",""
"1995","Latvia","Total","Total","Number","2 500 580",""
"1995","Latvia","Total","Males","Number","1 154 321",""
"1995","Latvia","Total","Females","Number","1 346 259",""
"1995","Lithuania","Total","Total","Number","3 642 991",""
"1995","Lithuania","Total","Males","Number","1 717 208",""
"1995","Lithuania","Total","Females","Number","1 925 783",""
"1995","Luxembourg","Total","Total","Number","405 650",""
"1995","Luxembourg","Total","Males","Number","199 163",""
"1995","Luxembourg","Total","Females","Number","206 487",""
"1995","Hungary","Total","Total","Number","10 336 700",""
"1995","Hungary","Total","Males","Number","4 941 620",""
"1995","Hungary","Total","Females","Number","5 395 080",""
"1995","Malta","Total","Total","Number","376 433",""
"1995","Malta","Total","Males","Number","185 079",""
"1995","Malta","Total","Females","Number","191 354",""
"1995","Netherlands","Total","Total","Number","15 424 122",""
"1995","Netherlands","Total","Males","Number","7 627 482",""
"1995","Netherlands","Total","Females","Number","7 796 640",""
"1995","Austria","Total","Total","Number","7 943 489",""
"1995","Austria","Total","Males","Number","3 831 200",""
"1995","Austria","Total","Females","Number","4 112 289",""
"1995","Poland","Total","Total","Number","38 580 597",""
"1995","Poland","Total","Males","Number","18 778 040",""
"1995","Poland","Total","Females","Number","19 802 557",""
"1995","Portugal","Total","Total","Number","10 008 659",""
"1995","Portugal","Total","Males","Number","4 821 929",""
"1995","Portugal","Total","Females","Number","5 186 730",""
"1995","Romania","Total","Total","Number","22 712 394",""
"1995","Romania","Total","Males","Number","11 143 398",""
"1995","Romania","Total","Females","Number","11 568 996",""
"1995","Slovenia","Total","Total","Number","1 989 477",""
"1995","Slovenia","Total","Males","Number","964 375",""
"1995","Slovenia","Total","Females","Number","1 025 102",""
"1995","Slovakia","Total","Total","Number","5 356 207",""
"1995","Slovakia","Total","Males","Number","2 608 901",""
"1995","Slovakia","Total","Females","Number","2 747 306",""
"1995","Finland","Total","Total","Number","5 098 754",""
"1995","Finland","Total","Males","Number","2 481 649",""
"1995","Finland","Total","Females","Number","2 617 105",""
"1995","Sweden","Total","Total","Number","8 816 381",""
"1995","Sweden","Total","Males","Number","4 356 254",""
"1995","Sweden","Total","Females","Number","4 460 127",""
"1995","United Kingdom","Total","Total","Number","57 943 472",""
"1995","United Kingdom","Total","Males","Number","28 156 016",""
"1995","United Kingdom","Total","Females","Number","29 787 456",""
"1995","Iceland","Total","Total","Number","266 978",""
"1995","Iceland","Total","Males","Number","133 891",""
"1995","Iceland","Total","Females","Number","133 087",""
"1995","Liechtenstein","Total","Total","Number","30 629",""
"1995","Liechtenstein","Total","Males","Number","14 898",""
"1995","Liechtenstein","Total","Females","Number","15 731",""
"1995","Norway","Total","Total","Number","4 348 410",""
"1995","Norway","Total","Males","Number","2 150 257",""
"1995","Norway","Total","Females","Number","2 198 153",""
"1995","Switzerland","Total","Total","Number","7 019 019",""
"1995","Switzerland","Total","Males","Number","3 428 368",""
"1995","Switzerland","Total","Females","Number","3 590 651",""
"1995","Montenegro","Total","Total","Number",":",""
"1995","Montenegro","Total","Males","Number",":",""
"1995","Montenegro","Total","Females","Number",":",""
"1995","North Macedonia","Total","Total","Number","1 957 265",""
"1995","North Macedonia","Total","Males","Number","979 877",""
"1995","North Macedonia","Total","Females","Number","977 388",""
"1995","Albania","Total","Total","Number","3 248 836",""
"1995","Albania","Total","Males","Number",":",""
"1995","Albania","Total","Females","Number",":",""
"1995","Serbia","Total","Total","Number",":",""
"1995","Serbia","Total","Males","Number",":",""
"1995","Serbia","Total","Females","Number",":",""
"1995","Turkey","Total","Total","Number","61 203 584",""
"1995","Turkey","Total","Males","Number","30 962 048",""
"1995","Turkey","Total","Females","Number","30 241 536",""
"1995","Andorra","Total","Total","Number","64 311",""
"1995","Andorra","Total","Males","Number","34 083",""
"1995","Andorra","Total","Females","Number","30 228",""
"1995","Belarus","Total","Total","Number",":",""
"1995","Belarus","Total","Males","Number",":",""
"1995","Belarus","Total","Females","Number",":",""
"1995","Bosnia and Herzegovina","Total","Total","Number",":",""
"1995","Bosnia and Herzegovina","Total","Males","Number",":",""
"1995","Bosnia and Herzegovina","Total","Females","Number",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Males","Number",":",""
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Females","Number",":",""
"1995","Moldova","Total","Total","Number",":",""
"1995","Moldova","Total","Males","Number",":",""
"1995","Moldova","Total","Females","Number",":",""
"1995","Monaco","Total","Total","Number",":",""
"1995","Monaco","Total","Males","Number",":",""
"1995","Monaco","Total","Females","Number",":",""
"1995","Russia","Total","Total","Number",":",""
"1995","Russia","Total","Males","Number",":",""
"1995","Russia","Total","Females","Number",":",""
"1995","San Marino","Total","Total","Number",":",""
"1995","San Marino","Total","Males","Number",":",""
"1995","San Marino","Total","Females","Number",":",""
"1995","Ukraine","Total","Total","Number",":",""
"1995","Ukraine","Total","Males","Number",":",""
"1995","Ukraine","Total","Females","Number",":",""
"1995","Armenia","Total","Total","Number",":",""
"1995","Armenia","Total","Males","Number",":",""
"1995","Armenia","Total","Females","Number",":",""
"1995","Azerbaijan","Total","Total","Number",":",""
"1995","Azerbaijan","Total","Males","Number",":",""
"1995","Azerbaijan","Total","Females","Number",":",""
"1995","Georgia","Total","Total","Number",":",""
"1995","Georgia","Total","Males","Number",":",""
"1995","Georgia","Total","Females","Number",":",""
"1996","Belgium","Total","Total","Number","10 143 047",""
"1996","Belgium","Total","Males","Number","4 958 785",""
"1996","Belgium","Total","Females","Number","5 184 262",""
"1996","Bulgaria","Total","Total","Number","8 384 715",""
"1996","Bulgaria","Total","Males","Number","4 103 368",""
"1996","Bulgaria","Total","Females","Number","4 281 347",""
"1996","Czechia","Total","Total","Number","10 321 344",""
"1996","Czechia","Total","Males","Number","5 016 515",""
"1996","Czechia","Total","Females","Number","5 304 829",""
"1996","Denmark","Total","Total","Number","5 251 027",""
"1996","Denmark","Total","Males","Number","2 592 222",""
"1996","Denmark","Total","Females","Number","2 658 805",""
"1996","Germany including former GDR","Total","Total","Number","81 817 499",""
"1996","Germany including former GDR","Total","Males","Number","39 824 823",""
"1996","Germany including former GDR","Total","Females","Number","41 992 676",""
