"TIME","GEO","MONTH","UNIT","Value"
"1987","Finland","Total","Number","59 827"
"1987","Sweden","Total","Number","104 699"
"1987","United Kingdom","Total","Number","775 617"
"1987","Iceland","Total","Number","4 193"
"1987","Liechtenstein","Total","Number","365"
"1987","Norway","Total","Number","54 027"
"1987","Switzerland","Total","Number","76 505"
"1987","Montenegro","Total","Number",":"
"1987","North Macedonia","Total","Number","38 572"
"1987","Albania","Total","Number","79 696"
"1987","Serbia","Total","Number",":"
"1987","Turkey","Total","Number",":"
"1987","Andorra","Total","Number",":"
"1987","Belarus","Total","Number",":"
"1987","Bosnia and Herzegovina","Total","Number","70 898"
"1987","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1987","Moldova","Total","Number",":"
"1987","Monaco","Total","Number",":"
"1987","Russia","Total","Number",":"
"1987","San Marino","Total","Number",":"
"1987","Ukraine","Total","Number",":"
"1987","Armenia","Total","Number",":"
"1987","Azerbaijan","Total","Number",":"
"1987","Georgia","Total","Number",":"
"1988","Belgium","Total","Number","119 779"
"1988","Bulgaria","Total","Number","117 440"
"1988","Czechia","Total","Number","132 667"
"1988","Denmark","Total","Number","58 844"
"1988","Germany including former GDR","Total","Number","892 993"
"1988","Estonia","Total","Number","25 060"
"1988","Ireland","Total","Number","54 600"
"1988","Greece","Total","Number","107 561"
"1988","Spain","Total","Number","418 919"
"1988","France","Total","Number",":"
"1988","France (metropolitan)","Total","Number","771 268"
"1988","Croatia","Total","Number","58 525"
"1988","Italy","Total","Number","569 698"
"1988","Cyprus","Total","Number","10 752"
"1988","Latvia","Total","Number","41 275"
"1988","Lithuania","Total","Number","56 727"
"1988","Luxembourg","Total","Number","4 603"
"1988","Hungary","Total","Number","124 296"
"1988","Malta","Total","Number","5 533"
"1988","Netherlands","Total","Number","186 647"
"1988","Austria","Total","Number","88 052"
"1988","Poland","Total","Number","589 938"
"1988","Portugal","Total","Number","122 121"
"1988","Romania","Total","Number","380 043"
"1988","Slovenia","Total","Number","25 209"
"1988","Slovakia","Total","Number","83 242"
"1988","Finland","Total","Number","63 316"
"1988","Sweden","Total","Number","112 080"
"1988","United Kingdom","Total","Number","787 556"
"1988","Iceland","Total","Number","4 673"
"1988","Liechtenstein","Total","Number","416"
"1988","Norway","Total","Number","57 526"
"1988","Switzerland","Total","Number","80 345"
"1988","Montenegro","Total","Number",":"
"1988","North Macedonia","Total","Number","37 879"
"1988","Albania","Total","Number","80 241"
"1988","Serbia","Total","Number",":"
"1988","Turkey","Total","Number",":"
"1988","Andorra","Total","Number",":"
"1988","Belarus","Total","Number",":"
"1988","Bosnia and Herzegovina","Total","Number","70 711"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1988","Moldova","Total","Number",":"
"1988","Monaco","Total","Number",":"
"1988","Russia","Total","Number",":"
"1988","San Marino","Total","Number",":"
"1988","Ukraine","Total","Number",":"
"1988","Armenia","Total","Number",":"
"1988","Azerbaijan","Total","Number",":"
"1988","Georgia","Total","Number",":"
"1989","Belgium","Total","Number","120 904"
"1989","Bulgaria","Total","Number","112 289"
"1989","Czechia","Total","Number","128 356"
"1989","Denmark","Total","Number","61 351"
"1989","Germany including former GDR","Total","Number","880 459"
"1989","Estonia","Total","Number","24 318"
"1989","Ireland","Total","Number","52 018"
"1989","Greece","Total","Number","101 657"
"1989","Spain","Total","Number","408 434"
"1989","France","Total","Number",":"
"1989","France (metropolitan)","Total","Number","765 473"
"1989","Croatia","Total","Number","55 651"
"1989","Italy","Total","Number","560 688"
"1989","Cyprus","Total","Number","10 273"
"1989","Latvia","Total","Number","38 922"
"1989","Lithuania","Total","Number","55 782"
"1989","Luxembourg","Total","Number","4 665"
"1989","Hungary","Total","Number","123 304"
"1989","Malta","Total","Number","5 584"
"1989","Netherlands","Total","Number","188 979"
"1989","Austria","Total","Number","88 759"
"1989","Poland","Total","Number","564 431"
"1989","Portugal","Total","Number","118 560"
"1989","Romania","Total","Number","369 544"
"1989","Slovenia","Total","Number","23 447"
"1989","Slovakia","Total","Number","80 116"
"1989","Finland","Total","Number","63 348"
"1989","Sweden","Total","Number","116 023"
"1989","United Kingdom","Total","Number","777 285"
"1989","Iceland","Total","Number","4 560"
"1989","Liechtenstein","Total","Number","373"
"1989","Norway","Total","Number","59 303"
"1989","Switzerland","Total","Number","81 180"
"1989","Montenegro","Total","Number",":"
"1989","North Macedonia","Total","Number","35 927"
"1989","Albania","Total","Number","78 862"
"1989","Serbia","Total","Number",":"
"1989","Turkey","Total","Number",":"
"1989","Andorra","Total","Number",":"
"1989","Belarus","Total","Number",":"
"1989","Bosnia and Herzegovina","Total","Number","66 809"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1989","Moldova","Total","Number",":"
"1989","Monaco","Total","Number",":"
"1989","Russia","Total","Number",":"
"1989","San Marino","Total","Number",":"
"1989","Ukraine","Total","Number",":"
"1989","Armenia","Total","Number",":"
"1989","Azerbaijan","Total","Number",":"
"1989","Georgia","Total","Number",":"
"1990","Belgium","Total","Number","123 776"
"1990","Bulgaria","Total","Number","105 180"
"1990","Czechia","Total","Number","130 564"
"1990","Denmark","Total","Number","63 433"
"1990","Germany including former GDR","Total","Number","905 675"
"1990","Estonia","Total","Number","22 304"
"1990","Ireland","Total","Number","53 044"
"1990","Greece","Total","Number","102 251"
"1990","Spain","Total","Number","401 425"
"1990","France","Total","Number",":"
"1990","France (metropolitan)","Total","Number","762 407"
"1990","Croatia","Total","Number","55 409"
"1990","Italy","Total","Number","569 255"
"1990","Cyprus","Total","Number","10 622"
"1990","Latvia","Total","Number","37 918"
"1990","Lithuania","Total","Number","56 868"
"1990","Luxembourg","Total","Number","4 936"
"1990","Hungary","Total","Number","125 677"
"1990","Malta","Total","Number","5 368"
"1990","Netherlands","Total","Number","197 965"
"1990","Austria","Total","Number","90 454"
"1990","Poland","Total","Number","547 720"
"1990","Portugal","Total","Number","116 383"
"1990","Romania","Total","Number","314 746"
"1990","Slovenia","Total","Number","22 368"
"1990","Slovakia","Total","Number","79 989"
"1990","Finland","Total","Number","65 549"
"1990","Sweden","Total","Number","123 938"
"1990","United Kingdom","Total","Number","798 612"
"1990","Iceland","Total","Number","4 768"
"1990","Liechtenstein","Total","Number","379"
"1990","Norway","Total","Number","60 939"
"1990","Switzerland","Total","Number","83 939"
"1990","Montenegro","Total","Number",":"
"1990","North Macedonia","Total","Number","35 401"
"1990","Albania","Total","Number","82 125"
"1990","Serbia","Total","Number",":"
"1990","Turkey","Total","Number",":"
"1990","Andorra","Total","Number",":"
"1990","Belarus","Total","Number",":"
"1990","Bosnia and Herzegovina","Total","Number","66 952"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1990","Moldova","Total","Number",":"
"1990","Monaco","Total","Number",":"
"1990","Russia","Total","Number",":"
"1990","San Marino","Total","Number",":"
"1990","Ukraine","Total","Number",":"
"1990","Armenia","Total","Number",":"
"1990","Azerbaijan","Total","Number",":"
"1990","Georgia","Total","Number",":"
"1991","Belgium","Total","Number","125 924"
"1991","Bulgaria","Total","Number","95 910"
"1991","Czechia","Total","Number","129 354"
"1991","Denmark","Total","Number","64 358"
"1991","Germany including former GDR","Total","Number","830 019"
"1991","Estonia","Total","Number","19 413"
"1991","Ireland","Total","Number","52 718"
"1991","Greece","Total","Number","102 620"
"1991","Spain","Total","Number","395 989"
"1991","France","Total","Number",":"
"1991","France (metropolitan)","Total","Number","759 056"
"1991","Croatia","Total","Number","51 829"
"1991","Italy","Total","Number","562 787"
"1991","Cyprus","Total","Number","10 442"
"1991","Latvia","Total","Number","34 633"
"1991","Lithuania","Total","Number","56 019"
"1991","Luxembourg","Total","Number","4 986"
"1991","Hungary","Total","Number","127 206"
"1991","Malta","Total","Number","5 302"
"1991","Netherlands","Total","Number","198 665"
"1991","Austria","Total","Number","94 629"
"1991","Poland","Total","Number","547 719"
"1991","Portugal","Total","Number","116 299"
"1991","Romania","Total","Number","275 275"
"1991","Slovenia","Total","Number","21 583"
"1991","Slovakia","Total","Number","78 569"
"1991","Finland","Total","Number","65 395"
"1991","Sweden","Total","Number","123 737"
"1991","United Kingdom","Total","Number","792 506"
"1991","Iceland","Total","Number","4 533"
"1991","Liechtenstein","Total","Number","416"
"1991","Norway","Total","Number","60 813"
"1991","Switzerland","Total","Number","86 200"
"1991","Montenegro","Total","Number",":"
"1991","North Macedonia","Total","Number","34 830"
"1991","Albania","Total","Number","77 361"
"1991","Serbia","Total","Number",":"
"1991","Turkey","Total","Number",":"
"1991","Andorra","Total","Number",":"
"1991","Belarus","Total","Number",":"
"1991","Bosnia and Herzegovina","Total","Number","64 769"
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1991","Moldova","Total","Number",":"
"1991","Monaco","Total","Number",":"
"1991","Russia","Total","Number",":"
"1991","San Marino","Total","Number",":"
"1991","Ukraine","Total","Number",":"
"1991","Armenia","Total","Number",":"
"1991","Azerbaijan","Total","Number",":"
"1991","Georgia","Total","Number",":"
"1992","Belgium","Total","Number","124 774"
"1992","Bulgaria","Total","Number","89 134"
"1992","Czechia","Total","Number","121 705"
"1992","Denmark","Total","Number","67 726"
"1992","Germany including former GDR","Total","Number","809 114"
"1992","Estonia","Total","Number","18 038"
"1992","Ireland","Total","Number","51 089"
"1992","Greece","Total","Number","104 081"
"1992","Spain","Total","Number","396 747"
"1992","France","Total","Number",":"
"1992","France (metropolitan)","Total","Number","743 658"
"1992","Croatia","Total","Number","46 970"
"1992","Italy","Total","Number","567 841"
"1992","Cyprus","Total","Number","11 372"
"1992","Latvia","Total","Number","31 569"
"1992","Lithuania","Total","Number","53 417"
"1992","Luxembourg","Total","Number","5 149"
"1992","Hungary","Total","Number","121 723"
"1992","Malta","Total","Number","5 474"
"1992","Netherlands","Total","Number","196 734"
"1992","Austria","Total","Number","95 302"
"1992","Poland","Total","Number","515 214"
"1992","Portugal","Total","Number","114 924"
"1992","Romania","Total","Number","260 393"
"1992","Slovenia","Total","Number","19 982"
"1992","Slovakia","Total","Number","74 640"
"1992","Finland","Total","Number","66 731"
"1992","Sweden","Total","Number","122 848"
"1992","United Kingdom","Total","Number","781 017"
"1992","Iceland","Total","Number","4 609"
"1992","Liechtenstein","Total","Number","375"
"1992","Norway","Total","Number","60 109"
"1992","Switzerland","Total","Number","86 910"
"1992","Montenegro","Total","Number",":"
"1992","North Macedonia","Total","Number","33 238"
"1992","Albania","Total","Number","75 425"
"1992","Serbia","Total","Number",":"
"1992","Turkey","Total","Number",":"
"1992","Andorra","Total","Number",":"
"1992","Belarus","Total","Number",":"
"1992","Bosnia and Herzegovina","Total","Number",":"
"1992","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1992","Moldova","Total","Number",":"
"1992","Monaco","Total","Number",":"
"1992","Russia","Total","Number",":"
"1992","San Marino","Total","Number",":"
"1992","Ukraine","Total","Number",":"
"1992","Armenia","Total","Number",":"
"1992","Azerbaijan","Total","Number",":"
"1992","Georgia","Total","Number",":"
"1993","Belgium","Total","Number","120 848"
"1993","Bulgaria","Total","Number","84 400"
"1993","Czechia","Total","Number","121 025"
"1993","Denmark","Total","Number","67 369"
"1993","Germany including former GDR","Total","Number","798 447"
"1993","Estonia","Total","Number","15 253"
"1993","Ireland","Total","Number","49 304"
"1993","Greece","Total","Number","101 799"
"1993","Spain","Total","Number","385 786"
"1993","France","Total","Number",":"
"1993","France (metropolitan)","Total","Number","711 610"
"1993","Croatia","Total","Number","48 535"
"1993","Italy","Total","Number","549 484"
"1993","Cyprus","Total","Number","10 514"
"1993","Latvia","Total","Number","26 759"
"1993","Lithuania","Total","Number","47 464"
"1993","Luxembourg","Total","Number","5 353"
"1993","Hungary","Total","Number","117 033"
"1993","Malta","Total","Number","5 147"
"1993","Netherlands","Total","Number","195 748"
"1993","Austria","Total","Number","95 227"
"1993","Poland","Total","Number","494 310"
"1993","Portugal","Total","Number","113 960"
"1993","Romania","Total","Number","249 994"
"1993","Slovenia","Total","Number","19 793"
"1993","Slovakia","Total","Number","73 256"
"1993","Finland","Total","Number","64 826"
"1993","Sweden","Total","Number","117 998"
"1993","United Kingdom","Total","Number","761 526"
"1993","Iceland","Total","Number","4 623"
"1993","Liechtenstein","Total","Number","415"
"1993","Norway","Total","Number","59 678"
"1993","Switzerland","Total","Number","83 762"
"1993","Montenegro","Total","Number",":"
"1993","North Macedonia","Total","Number","32 374"
"1993","Albania","Total","Number","67 730"
"1993","Serbia","Total","Number",":"
"1993","Turkey","Total","Number",":"
"1993","Andorra","Total","Number",":"
"1993","Belarus","Total","Number",":"
"1993","Bosnia and Herzegovina","Total","Number",":"
"1993","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1993","Moldova","Total","Number",":"
"1993","Monaco","Total","Number",":"
"1993","Russia","Total","Number",":"
"1993","San Marino","Total","Number",":"
"1993","Ukraine","Total","Number",":"
"1993","Armenia","Total","Number",":"
"1993","Azerbaijan","Total","Number",":"
"1993","Georgia","Total","Number",":"
"1994","Belgium","Total","Number","116 513"
"1994","Bulgaria","Total","Number","79 442"
"1994","Czechia","Total","Number","106 579"
"1994","Denmark","Total","Number","69 666"
"1994","Germany including former GDR","Total","Number","769 603"
"1994","Estonia","Total","Number","14 176"
"1994","Ireland","Total","Number","48 255"
"1994","Greece","Total","Number","103 763"
"1994","Spain","Total","Number","370 148"
"1994","France","Total","Number","741 499"
"1994","France (metropolitan)","Total","Number","710 993"
"1994","Croatia","Total","Number","48 584"
"1994","Italy","Total","Number","533 050"
"1994","Cyprus","Total","Number","10 379"
"1994","Latvia","Total","Number","24 256"
"1994","Lithuania","Total","Number","42 376"
"1994","Luxembourg","Total","Number","5 451"
"1994","Hungary","Total","Number","115 598"
"1994","Malta","Total","Number","4 826"
"1994","Netherlands","Total","Number","195 611"
"1994","Austria","Total","Number","92 415"
"1994","Poland","Total","Number","481 285"
"1994","Portugal","Total","Number","109 227"
"1994","Romania","Total","Number","246 736"
"1994","Slovenia","Total","Number","19 463"
"1994","Slovakia","Total","Number","66 370"
"1994","Finland","Total","Number","65 231"
"1994","Sweden","Total","Number","112 257"
"1994","United Kingdom","Total","Number","750 671"
"1994","Iceland","Total","Number","4 442"
"1994","Liechtenstein","Total","Number","358"
"1994","Norway","Total","Number","60 092"
"1994","Switzerland","Total","Number","82 980"
"1994","Montenegro","Total","Number",":"
"1994","North Macedonia","Total","Number","33 487"
"1994","Albania","Total","Number","72 179"
"1994","Serbia","Total","Number",":"
"1994","Turkey","Total","Number",":"
"1994","Andorra","Total","Number",":"
"1994","Belarus","Total","Number",":"
"1994","Bosnia and Herzegovina","Total","Number",":"
"1994","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1994","Moldova","Total","Number",":"
"1994","Monaco","Total","Number",":"
"1994","Russia","Total","Number",":"
"1994","San Marino","Total","Number",":"
"1994","Ukraine","Total","Number",":"
"1994","Armenia","Total","Number",":"
"1994","Azerbaijan","Total","Number",":"
"1994","Georgia","Total","Number",":"
"1995","Belgium","Total","Number","115 542"
"1995","Bulgaria","Total","Number","71 967"
"1995","Czechia","Total","Number","96 097"
"1995","Denmark","Total","Number","69 771"
"1995","Germany including former GDR","Total","Number","765 221"
"1995","Estonia","Total","Number","13 509"
"1995","Ireland","Total","Number","48 787"
"1995","Greece","Total","Number","101 495"
"1995","Spain","Total","Number","363 469"
"1995","France","Total","Number","759 694"
"1995","France (metropolitan)","Total","Number","729 609"
"1995","Croatia","Total","Number","50 182"
"1995","Italy","Total","Number","525 609"
"1995","Cyprus","Total","Number","9 869"
"1995","Latvia","Total","Number","21 595"
"1995","Lithuania","Total","Number","41 195"
"1995","Luxembourg","Total","Number","5 421"
"1995","Hungary","Total","Number","112 054"
"1995","Malta","Total","Number","4 613"
"1995","Netherlands","Total","Number","190 513"
"1995","Austria","Total","Number","88 669"
"1995","Poland","Total","Number","433 109"
"1995","Portugal","Total","Number","107 097"
"1995","Romania","Total","Number","236 640"
"1995","Slovenia","Total","Number","18 980"
"1995","Slovakia","Total","Number","61 427"
"1995","Finland","Total","Number","63 067"
"1995","Sweden","Total","Number","103 422"
"1995","United Kingdom","Total","Number","732 049"
"1995","Iceland","Total","Number","4 280"
"1995","Liechtenstein","Total","Number","425"
"1995","Norway","Total","Number","60 292"
"1995","Switzerland","Total","Number","82 203"
"1995","Montenegro","Total","Number",":"
"1995","North Macedonia","Total","Number","32 154"
"1995","Albania","Total","Number","72 081"
"1995","Serbia","Total","Number",":"
"1995","Turkey","Total","Number",":"
"1995","Andorra","Total","Number",":"
"1995","Belarus","Total","Number",":"
"1995","Bosnia and Herzegovina","Total","Number",":"
"1995","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1995","Moldova","Total","Number",":"
"1995","Monaco","Total","Number",":"
"1995","Russia","Total","Number",":"
"1995","San Marino","Total","Number",":"
"1995","Ukraine","Total","Number",":"
"1995","Armenia","Total","Number",":"
"1995","Azerbaijan","Total","Number",":"
"1995","Georgia","Total","Number",":"
"1996","Belgium","Total","Number","116 442"
"1996","Bulgaria","Total","Number","72 188"
"1996","Czechia","Total","Number","90 446"
"1996","Denmark","Total","Number","67 638"
"1996","Germany including former GDR","Total","Number","796 013"
"1996","Estonia","Total","Number","13 242"
"1996","Ireland","Total","Number","50 655"
"1996","Greece","Total","Number","100 718"
"1996","Spain","Total","Number","362 626"
"1996","France","Total","Number","764 682"
"1996","France (metropolitan)","Total","Number","734 338"
"1996","Croatia","Total","Number","53 811"
"1996","Italy","Total","Number","528 103"
"1996","Cyprus","Total","Number","9 638"
"1996","Latvia","Total","Number","19 782"
"1996","Lithuania","Total","Number","39 066"
"1996","Luxembourg","Total","Number","5 689"
"1996","Hungary","Total","Number","105 272"
"1996","Malta","Total","Number","5 038"
"1996","Netherlands","Total","Number","189 521"
"1996","Austria","Total","Number","88 809"
"1996","Poland","Total","Number","428 203"
"1996","Portugal","Total","Number","110 261"
"1996","Romania","Total","Number","231 348"
"1996","Slovenia","Total","Number","18 788"
"1996","Slovakia","Total","Number","60 123"
"1996","Finland","Total","Number","60 723"
"1996","Sweden","Total","Number","95 297"
"1996","United Kingdom","Total","Number","733 375"
"1996","Iceland","Total","Number","4 329"
"1996","Liechtenstein","Total","Number","405"
"1996","Norway","Total","Number","60 927"
"1996","Switzerland","Total","Number","83 007"
"1996","Montenegro","Total","Number",":"
"1996","North Macedonia","Total","Number","31 403"
"1996","Albania","Total","Number","68 358"
"1996","Serbia","Total","Number",":"
"1996","Turkey","Total","Number",":"
"1996","Andorra","Total","Number",":"
"1996","Belarus","Total","Number",":"
"1996","Bosnia and Herzegovina","Total","Number","45 421"
"1996","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1996","Moldova","Total","Number",":"
"1996","Monaco","Total","Number",":"
"1996","Russia","Total","Number",":"
"1996","San Marino","Total","Number",":"
"1996","Ukraine","Total","Number",":"
"1996","Armenia","Total","Number",":"
"1996","Azerbaijan","Total","Number",":"
"1996","Georgia","Total","Number",":"
"1997","Belgium","Total","Number","116 213"
"1997","Bulgaria","Total","Number","64 125"
"1997","Czechia","Total","Number","90 657"
"1997","Denmark","Total","Number","67 648"
"1997","Germany including former GDR","Total","Number","812 173"
"1997","Estonia","Total","Number","12 577"
"1997","Ireland","Total","Number","52 775"
"1997","Greece","Total","Number","102 038"
"1997","Spain","Total","Number","369 035"
"1997","France","Total","Number","758 114"
"1997","France (metropolitan)","Total","Number","726 768"
"1997","Croatia","Total","Number","55 501"
"1997","Italy","Total","Number","534 462"
"1997","Cyprus","Total","Number","9 275"
"1997","Latvia","Total","Number","18 830"
"1997","Lithuania","Total","Number","37 812"
"1997","Luxembourg","Total","Number","5 503"
"1997","Hungary","Total","Number","100 350"
"1997","Malta","Total","Number","4 843"
"1997","Netherlands","Total","Number","192 443"
"1997","Austria","Total","Number","84 045"
"1997","Poland","Total","Number","412 635"
"1997","Portugal","Total","Number","112 933"
"1997","Romania","Total","Number","236 891"
"1997","Slovenia","Total","Number","18 165"
"1997","Slovakia","Total","Number","59 111"
"1997","Finland","Total","Number","59 329"
"1997","Sweden","Total","Number","90 502"
"1997","United Kingdom","Total","Number","726 622"
"1997","Iceland","Total","Number","4 151"
"1997","Liechtenstein","Total","Number","435"
"1997","Norway","Total","Number","59 801"
"1997","Switzerland","Total","Number","80 584"
"1997","Montenegro","Total","Number",":"
"1997","North Macedonia","Total","Number","29 478"
"1997","Albania","Total","Number","61 739"
"1997","Serbia","Total","Number",":"
"1997","Turkey","Total","Number",":"
"1997","Andorra","Total","Number",":"
"1997","Belarus","Total","Number",":"
"1997","Bosnia and Herzegovina","Total","Number","48 061"
"1997","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1997","Moldova","Total","Number",":"
"1997","Monaco","Total","Number",":"
"1997","Russia","Total","Number",":"
"1997","San Marino","Total","Number",":"
"1997","Ukraine","Total","Number",":"
"1997","Armenia","Total","Number",":"
"1997","Azerbaijan","Total","Number",":"
"1997","Georgia","Total","Number",":"
"1998","Belgium","Total","Number","114 247"
"1998","Bulgaria","Total","Number","65 361"
"1998","Czechia","Total","Number","90 535"
"1998","Denmark","Total","Number","66 174"
"1998","Germany including former GDR","Total","Number","785 034"
"1998","Estonia","Total","Number","12 167"
"1998","Ireland","Total","Number","53 969"
"1998","Greece","Total","Number","100 894"
"1998","Spain","Total","Number","365 193"
"1998","France","Total","Number","768 581"
"1998","France (metropolitan)","Total","Number","738 080"
"1998","Croatia","Total","Number","47 068"
"1998","Italy","Total","Number","531 548"
"1998","Cyprus","Total","Number","8 879"
"1998","Latvia","Total","Number","18 410"
"1998","Lithuania","Total","Number","37 019"
"1998","Luxembourg","Total","Number","5 386"
"1998","Hungary","Total","Number","97 301"
"1998","Malta","Total","Number","4 670"
"1998","Netherlands","Total","Number","199 408"
"1998","Austria","Total","Number","81 233"
"1998","Poland","Total","Number","395 619"
"1998","Portugal","Total","Number","113 384"
"1998","Romania","Total","Number","237 297"
"1998","Slovenia","Total","Number","17 856"
"1998","Slovakia","Total","Number","57 863"
"1998","Finland","Total","Number","57 108"
"1998","Sweden","Total","Number","89 028"
"1998","United Kingdom","Total","Number","717 081"
"1998","Iceland","Total","Number","4 178"
"1998","Liechtenstein","Total","Number","400"
"1998","Norway","Total","Number","58 352"
"1998","Switzerland","Total","Number","78 949"
"1998","Montenegro","Total","Number",":"
"1998","North Macedonia","Total","Number","29 244"
"1998","Albania","Total","Number","60 139"
"1998","Serbia","Total","Number",":"
"1998","Turkey","Total","Number",":"
"1998","Andorra","Total","Number",":"
"1998","Belarus","Total","Number",":"
"1998","Bosnia and Herzegovina","Total","Number","45 007"
"1998","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1998","Moldova","Total","Number",":"
"1998","Monaco","Total","Number",":"
"1998","Russia","Total","Number",":"
"1998","San Marino","Total","Number",":"
"1998","Ukraine","Total","Number",":"
"1998","Armenia","Total","Number",":"
"1998","Azerbaijan","Total","Number",":"
"1998","Georgia","Total","Number",":"
"1999","Belgium","Total","Number","114 170"
"1999","Bulgaria","Total","Number","72 291"
"1999","Czechia","Total","Number","89 471"
"1999","Denmark","Total","Number","66 220"
"1999","Germany including former GDR","Total","Number","770 744"
"1999","Estonia","Total","Number","12 425"
"1999","Ireland","Total","Number","53 924"
"1999","Greece","Total","Number","100 643"
"1999","Spain","Total","Number","380 130"
"1999","France","Total","Number","776 548"
"1999","France (metropolitan)","Total","Number","744 791"
"1999","Croatia","Total","Number","45 179"
"1999","Italy","Total","Number","537 242"
"1999","Cyprus","Total","Number","8 505"
"1999","Latvia","Total","Number","19 396"
"1999","Lithuania","Total","Number","36 415"
"1999","Luxembourg","Total","Number","5 582"
"1999","Hungary","Total","Number","94 645"
"1999","Malta","Total","Number","4 403"
"1999","Netherlands","Total","Number","200 445"
"1999","Austria","Total","Number","78 138"
"1999","Poland","Total","Number","382 002"
"1999","Portugal","Total","Number","116 002"
"1999","Romania","Total","Number","234 600"
"1999","Slovenia","Total","Number","17 533"
"1999","Slovakia","Total","Number","56 223"
"1999","Finland","Total","Number","57 574"
"1999","Sweden","Total","Number","88 173"
"1999","United Kingdom","Total","Number","700 192"
"1999","Iceland","Total","Number","4 100"
"1999","Liechtenstein","Total","Number","430"
"1999","Norway","Total","Number","59 298"
"1999","Switzerland","Total","Number","78 408"
"1999","Montenegro","Total","Number",":"
"1999","North Macedonia","Total","Number","27 309"
"1999","Albania","Total","Number",":"
"1999","Serbia","Total","Number",":"
"1999","Turkey","Total","Number",":"
"1999","Andorra","Total","Number",":"
"1999","Belarus","Total","Number",":"
"1999","Bosnia and Herzegovina","Total","Number",":"
"1999","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"1999","Moldova","Total","Number",":"
"1999","Monaco","Total","Number",":"
"1999","Russia","Total","Number",":"
"1999","San Marino","Total","Number",":"
"1999","Ukraine","Total","Number",":"
"1999","Armenia","Total","Number",":"
"1999","Azerbaijan","Total","Number",":"
"1999","Georgia","Total","Number",":"
"2000","Belgium","Total","Number","116 396"
"2000","Bulgaria","Total","Number","73 679"
"2000","Czechia","Total","Number","90 910"
"2000","Denmark","Total","Number","67 084"
"2000","Germany including former GDR","Total","Number","766 999"
"2000","Estonia","Total","Number","13 067"
"2000","Ireland","Total","Number","54 789"
"2000","Greece","Total","Number","103 267"
"2000","Spain","Total","Number","397 632"
"2000","France","Total","Number","808 249"
"2000","France (metropolitan)","Total","Number","774 782"
"2000","Croatia","Total","Number","43 746"
"2000","Italy","Total","Number","543 039"
"2000","Cyprus","Total","Number","8 447"
"2000","Latvia","Total","Number","20 302"
"2000","Lithuania","Total","Number","34 149"
"2000","Luxembourg","Total","Number","5 723"
"2000","Hungary","Total","Number","97 597"
"2000","Malta","Total","Number","4 392"
"2000","Netherlands","Total","Number","206 619"
"2000","Austria","Total","Number","78 268"
"2000","Poland","Total","Number","378 348"
"2000","Portugal","Total","Number","120 008"
"2000","Romania","Total","Number","234 521"
"2000","Slovenia","Total","Number","18 180"
"2000","Slovakia","Total","Number","55 151"
"2000","Finland","Total","Number","56 742"
"2000","Sweden","Total","Number","90 441"
"2000","United Kingdom","Total","Number","679 283"
"2000","Iceland","Total","Number","4 315"
"2000","Liechtenstein","Total","Number","420"
"2000","Norway","Total","Number","59 234"
"2000","Switzerland","Total","Number","78 458"
"2000","Montenegro","Total","Number",":"
"2000","North Macedonia","Total","Number","29 308"
"2000","Albania","Total","Number",":"
"2000","Serbia","Total","Number","73 764"
"2000","Turkey","Total","Number",":"
"2000","Andorra","Total","Number",":"
"2000","Belarus","Total","Number",":"
"2000","Bosnia and Herzegovina","Total","Number",":"
"2000","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Number",":"
"2000","Moldova","Total","Number",":"
"2000","Monaco","Total","Number",":"
"2000","Russia","Total","Number",":"
"2000","San Marino","Total","Number",":"
"2000","Ukraine","Total","Number",":"
"2000","Armenia","Total","Number",":"
"2000","Azerbaijan","Total","Number",":"
"2000","Georgia","Total","Number",":"
"2001","Belgium","Total","Number","115 372"
"2001","Bulgaria","Total","Number","68 180"
"2001","Czechia","Total","Number","90 715"
"2001","Denmark","Total","Number","65 458"
"2001","Germany including former GDR","Total","Number","734 475"
"2001","Estonia","Total","Number","12 632"
"2001","Ireland","Total","Number","57 854"
"2001","Greece","Total","Number","102 282"
"2001","Spain","Total","Number","405 313"
"2001","France","Total","Number","804 052"
"2001","France (metropolitan)","Total","Number","770 945"
"2001","Croatia","Total","Number","40 993"
"2001","Italy","Total","Number","535 282"
"2001","Cyprus","Total","Number","8 167"
"2001","Latvia","Total","Number","19 726"
