"TIME","GEO","AGE","SEX","UNIT","Value"
"1962","Slovakia","From 15 to 64 years","Total","Number","2 586 769"
"1962","Slovakia","65 years or over","Total","Number","303 883"
"1962","Slovakia","Unknown","Total","Number","0"
"1962","Finland","Total","Total","Number","4 475 787"
"1962","Finland","Less than 15 years","Total","Number","1 316 798"
"1962","Finland","From 15 to 64 years","Total","Number","2 823 721"
"1962","Finland","65 years or over","Total","Number","335 268"
"1962","Finland","Unknown","Total","Number","0"
"1962","Sweden","Total","Total","Number","7 542 028"
"1962","Sweden","Less than 15 years","Total","Number","1 638 654"
"1962","Sweden","From 15 to 64 years","Total","Number","4 995 099"
"1962","Sweden","65 years or over","Total","Number","908 275"
"1962","Sweden","Unknown","Total","Number","0"
"1962","United Kingdom","Total","Total","Number","53 000 000"
"1962","United Kingdom","Less than 15 years","Total","Number","12 400 000"
"1962","United Kingdom","From 15 to 64 years","Total","Number","34 500 000"
"1962","United Kingdom","65 years or over","Total","Number","6 300 000"
"1962","United Kingdom","Unknown","Total","Number","0"
"1962","Iceland","Total","Total","Number","180 765"
"1962","Iceland","Less than 15 years","Total","Number","63 208"
"1962","Iceland","From 15 to 64 years","Total","Number","102 666"
"1962","Iceland","65 years or over","Total","Number","14 891"
"1962","Iceland","Unknown","Total","Number","0"
"1962","Liechtenstein","Total","Total","Number","17 125"
"1962","Liechtenstein","Less than 15 years","Total","Number","4 844"
"1962","Liechtenstein","From 15 to 64 years","Total","Number","10 901"
"1962","Liechtenstein","65 years or over","Total","Number","1 380"
"1962","Liechtenstein","Unknown","Total","Number","0"
"1962","Norway","Total","Total","Number","3 624 829"
"1962","Norway","Less than 15 years","Total","Number","920 706"
"1962","Norway","From 15 to 64 years","Total","Number","2 293 127"
"1962","Norway","65 years or over","Total","Number","410 996"
"1962","Norway","Unknown","Total","Number","0"
"1962","Switzerland","Total","Total","Number","5 508 435"
"1962","Switzerland","Less than 15 years","Total","Number","1 326 446"
"1962","Switzerland","From 15 to 64 years","Total","Number","3 615 385"
"1962","Switzerland","65 years or over","Total","Number","566 604"
"1962","Switzerland","Unknown","Total","Number","0"
"1962","Montenegro","Total","Total","Number",":"
"1962","Montenegro","Less than 15 years","Total","Number",":"
"1962","Montenegro","From 15 to 64 years","Total","Number",":"
"1962","Montenegro","65 years or over","Total","Number",":"
"1962","Montenegro","Unknown","Total","Number",":"
"1962","North Macedonia","Total","Total","Number","1 417 200"
"1962","North Macedonia","Less than 15 years","Total","Number",":"
"1962","North Macedonia","From 15 to 64 years","Total","Number",":"
"1962","North Macedonia","65 years or over","Total","Number",":"
"1962","North Macedonia","Unknown","Total","Number",":"
"1962","Albania","Total","Total","Number","1 685 800"
"1962","Albania","Less than 15 years","Total","Number",":"
"1962","Albania","From 15 to 64 years","Total","Number",":"
"1962","Albania","65 years or over","Total","Number",":"
"1962","Albania","Unknown","Total","Number",":"
"1962","Serbia","Total","Total","Number",":"
"1962","Serbia","Less than 15 years","Total","Number",":"
"1962","Serbia","From 15 to 64 years","Total","Number",":"
"1962","Serbia","65 years or over","Total","Number",":"
"1962","Serbia","Unknown","Total","Number",":"
"1962","Turkey","Total","Total","Number","28 435 197"
"1962","Turkey","Less than 15 years","Total","Number","11 835 796"
"1962","Turkey","From 15 to 64 years","Total","Number","15 547 316"
"1962","Turkey","65 years or over","Total","Number","1 052 085"
"1962","Turkey","Unknown","Total","Number","0"
"1962","Andorra","Total","Total","Number",":"
"1962","Andorra","Less than 15 years","Total","Number",":"
"1962","Andorra","From 15 to 64 years","Total","Number",":"
"1962","Andorra","65 years or over","Total","Number",":"
"1962","Andorra","Unknown","Total","Number",":"
"1962","Belarus","Total","Total","Number",":"
"1962","Belarus","Less than 15 years","Total","Number",":"
"1962","Belarus","From 15 to 64 years","Total","Number",":"
"1962","Belarus","65 years or over","Total","Number",":"
"1962","Belarus","Unknown","Total","Number",":"
"1962","Bosnia and Herzegovina","Total","Total","Number","3 329 909"
"1962","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"1962","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"1962","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"1962","Bosnia and Herzegovina","Unknown","Total","Number",":"
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"1962","Moldova","Total","Total","Number",":"
"1962","Moldova","Less than 15 years","Total","Number",":"
"1962","Moldova","From 15 to 64 years","Total","Number",":"
"1962","Moldova","65 years or over","Total","Number",":"
"1962","Moldova","Unknown","Total","Number",":"
"1962","Monaco","Total","Total","Number",":"
"1962","Monaco","Less than 15 years","Total","Number",":"
"1962","Monaco","From 15 to 64 years","Total","Number",":"
"1962","Monaco","65 years or over","Total","Number",":"
"1962","Monaco","Unknown","Total","Number",":"
"1962","Russia","Total","Total","Number",":"
"1962","Russia","Less than 15 years","Total","Number",":"
"1962","Russia","From 15 to 64 years","Total","Number",":"
"1962","Russia","65 years or over","Total","Number",":"
"1962","Russia","Unknown","Total","Number",":"
"1962","San Marino","Total","Total","Number",":"
"1962","San Marino","Less than 15 years","Total","Number",":"
"1962","San Marino","From 15 to 64 years","Total","Number",":"
"1962","San Marino","65 years or over","Total","Number",":"
"1962","San Marino","Unknown","Total","Number",":"
"1962","Ukraine","Total","Total","Number",":"
"1962","Ukraine","Less than 15 years","Total","Number",":"
"1962","Ukraine","From 15 to 64 years","Total","Number",":"
"1962","Ukraine","65 years or over","Total","Number",":"
"1962","Ukraine","Unknown","Total","Number",":"
"1962","Armenia","Total","Total","Number",":"
"1962","Armenia","Less than 15 years","Total","Number",":"
"1962","Armenia","From 15 to 64 years","Total","Number",":"
"1962","Armenia","65 years or over","Total","Number",":"
"1962","Armenia","Unknown","Total","Number",":"
"1962","Azerbaijan","Total","Total","Number",":"
"1962","Azerbaijan","Less than 15 years","Total","Number",":"
"1962","Azerbaijan","From 15 to 64 years","Total","Number",":"
"1962","Azerbaijan","65 years or over","Total","Number",":"
"1962","Azerbaijan","Unknown","Total","Number",":"
"1962","Georgia","Total","Total","Number",":"
"1962","Georgia","Less than 15 years","Total","Number",":"
"1962","Georgia","From 15 to 64 years","Total","Number",":"
